テストケースID,元テスト設計ID,テスト観点ID,テストアプローチID,実行区分,テストレベル/タイプ,優先度,テストケース名,前提条件,入力データ,手順,期待結果,確認方法・証跡,関連質問ID,仕様,リスクID,状態,実行結果,実行日時,実行コマンド,ブラウザ/プロジェクト結果,Bug ID,実行メモ
TC-E2E-131,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F119 予定時刻ブラウザ通知 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F119 予定時刻ブラウザ通知 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_131@example.test、対象データ名は TC-E2E-131 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F119 予定時刻ブラウザ通知 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-132,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F201 日カレンダー表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F201 日カレンダー表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_132@example.test、対象データ名は TC-E2E-132 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F201 日カレンダー表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-133,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F202 週カレンダー表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F202 週カレンダー表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_133@example.test、対象データ名は TC-E2E-133 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F202 週カレンダー表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-134,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F203 月カレンダー表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F203 月カレンダー表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_134@example.test、対象データ名は TC-E2E-134 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F203 月カレンダー表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-135,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F204 前後切り替え 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F204 前後切り替え 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_135@example.test、対象データ名は TC-E2E-135 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F204 前後切り替え 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-136,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F205 当日表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F205 当日表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_136@example.test、対象データ名は TC-E2E-136 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F205 当日表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-137,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F206 未スケジュールタスク表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F206 未スケジュールタスク表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_137@example.test、対象データ名は TC-E2E-137 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F206 未スケジュールタスク表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-138,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F301 定常タスク作成 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F301 定常タスク作成 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_138@example.test、対象データ名は TC-E2E-138 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F301 定常タスク作成 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-139,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F302 定常タスク編集 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F302 定常タスク編集 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_139@example.test、対象データ名は TC-E2E-139 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F302 定常タスク編集 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-140,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F303 定常タスク一括更新 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F303 定常タスク一括更新 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_140@example.test、対象データ名は TC-E2E-140 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F303 定常タスク一括更新 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-141,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F304 定常タスク削除 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F304 定常タスク削除 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_141@example.test、対象データ名は TC-E2E-141 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F304 定常タスク削除 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-142,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F401 完了率表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F401 完了率表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_142@example.test、対象データ名は TC-E2E-142 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F401 完了率表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-143,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F402 総実績時間表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F402 総実績時間表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_143@example.test、対象データ名は TC-E2E-143 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F402 総実績時間表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-144,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F403 ステータス分布表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F403 ステータス分布表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_144@example.test、対象データ名は TC-E2E-144 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F403 ステータス分布表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-145,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F404 分類別完了タスク数表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F404 分類別完了タスク数表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_145@example.test、対象データ名は TC-E2E-145 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F404 分類別完了タスク数表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-146,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F405 分類別実績時間表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F405 分類別実績時間表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_146@example.test、対象データ名は TC-E2E-146 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F405 分類別実績時間表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-147,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F406 作業時間表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F406 作業時間表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_147@example.test、対象データ名は TC-E2E-147 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F406 作業時間表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-148,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F410 所要時間分析 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F410 所要時間分析 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_148@example.test、対象データ名は TC-E2E-148 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F410 所要時間分析 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-149,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F411 見積超過要因ランキング表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F411 見積超過要因ランキング表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_149@example.test、対象データ名は TC-E2E-149 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F411 見積超過要因ランキング表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-150,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F412 見積短縮要因ランキング表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F412 見積短縮要因ランキング表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_150@example.test、対象データ名は TC-E2E-150 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F412 見積短縮要因ランキング表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-151,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F413 表示期間切り替え 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F413 表示期間切り替え 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_151@example.test、対象データ名は TC-E2E-151 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F413 表示期間切り替え 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-152,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F501 タスク分類表示 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F501 タスク分類表示 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_152@example.test、対象データ名は TC-E2E-152 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F501 タスク分類表示 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
TC-E2E-153,TD068,TV068,TA013,E2E自動,Regression,高,TD068 F502 タスク分類追加 主要機能,テスト計画 10-11章、回答Q004 の仕様を確認できるテストデータを用意し、対象設計 TD068 の条件を再現する。,F502 タスク分類追加 主要機能。基準日時は2026-06-27 09:00 JST、テスト用ユーザーは tc_td068_153@example.test、対象データ名は TC-E2E-153 とする。,1. CIコマンド・静的確認 の実行環境を準備する。2. 入力データの条件で対象操作または検証関数を実行する。3. 保存後に再読込または再取得し、対象の表示、DB値、戻り値、ログを確認する。,SCREEN_LISTの全画面とFUNCTION_LISTの全機能について主要経路を少なくとも1回通す自動テスト割当と証跡を作成すること のうち「F502 タスク分類追加 主要機能」について、期待結果/判定観点に記載された仕様と一致し、独立してPass/Failを判定できる。,Playwright実行ログ、スクリーンショット、コンソールエラー確認結果,なし,テスト計画 10-11章、回答Q004,R013,作成済み,N/A,20260628164214,E2E_BASE_URL=http://127.0.0.1:5173/ E2E_IMPLEMENT_ALL=true <test credentials> node node_modules/@playwright/test/cli.js test --config playwright.config.cjs --reporter=json --max-failures=10,chromium:N/A(skipped),,Playwright結果がskippedまたは実行結果なしのためN/A
